20001115_AFP_ARB.0065.eng	881	890	http://en.wikipedia.org/wiki/Copenhagen	1.0	PER/NAM
20001115_AFP_ARB.0065.eng	896	904	http://en.wikipedia.org/wiki/Stockholm	1.0	PER/NAM
20001115_AFP_ARB.0072.eng	128	131	http://en.wikipedia.org/wiki/Iraq	1.0	PER/NAM
20001115_AFP_ARB.0072.eng	17	19	http://en.wikipedia.org/wiki/Agence_France-Presse	1.0	PER/NAM
20001115_AFP_ARB.0072.eng	2	8	http://en.wikipedia.org/wiki/Baghdad	1.0	PER/NAM
20001115_AFP_ARB.0089.eng	1318	1326	http://en.wikipedia.org/wiki/Jerusalem	1.0	PER/NAM
20001115_AFP_ARB.0089.eng	198	225	http://en.wikipedia.org/wiki/Palestinian_National_Council	1.0	PER/NAM
20001115_AFP_ARB.0089.eng	2	6	NIL	1.0	PER/NAM
20001115_AFP_ARB.0089.eng	230	236	http://en.wikipedia.org/wiki/Algeria	1.0	PER/NAM
20001115_AFP_ARB.0089.eng	25	27	http://en.wikipedia.org/wiki/Agence_France-Presse	1.0	PER/NAM
20001115_AFP_ARB.0089.eng	292	301	NIL	1.0	PER/NAM
20001115_AFP_ARB.0089.eng	308	312	http://en.wikipedia.org/wiki/Tyre,_Lebanon"	1.0	PER/NAM
20001115_AFP_ARB.0089.eng	330	335	http://en.wikipedia.org/wiki/Beirut	1.0	PER/NAM
20001115_AFP_ARB.0089.eng	448	462	http://en.wikipedia.org/wiki/http://en.wikipedia.org/wiki/Muhammad_al-Durrah_incident	1.0	PER/NAM
20001115_AFP_ARB.0089.eng	708	712	http://en.wikipedia.org/wiki/Sidon	1.0	PER/NAM
20001115_AFP_ARB.0089.eng	731	737	http://en.wikipedia.org/wiki/Lebanon	1.0	PER/NAM
20001115_AFP_ARB.0089.eng	9	15	http://en.wikipedia.org/wiki/Lebanon	1.0	PER/NAM
20001115_AFP_ARB.0089.eng	966	976	NIL	1.0	PER/NAM
20001115_AFP_ARB.0093.eng	1200	1236	http://en.wikipedia.org/wiki/Palestinian_National_Council	1.0	PER/NAM
20001115_AFP_ARB.0093.eng	1307	1313	NIL	1.0	PER/NAM
20001115_AFP_ARB.0093.eng	2	20	http://en.wikipedia.org/wiki/Bandar_Seri_Begawan	1.0	PER/NAM
20001115_AFP_ARB.0093.eng	29	31	http://en.wikipedia.org/wiki/Agence_France-Presse	1.0	PER/NAM
20001115_AFP_ARB.0093.eng	335	347	NIL	1.0	PER/NAM
20001115_AFP_ARB.0093.eng	354	364	http://en.wikipedia.org/wiki/White_House	1.0	PER/NAM
20001115_AFP_ARB.0093.eng	41	53	http://en.wikipedia.org/wiki/United_States	1.0	PER/NAM
20001115_AFP_ARB.0184.eng	1408	1421	NIL	1.0	PER/NAM
20001115_AFP_ARB.0184.eng	1607	1615	http://en.wikipedia.org/wiki/West_Bank	1.0	PER/NAM
20001115_AFP_ARB.0184.eng	19	21	http://en.wikipedia.org/wiki/Agence_France-Presse	1.0	PER/NAM
20001115_AFP_ARB.0184.eng	2	10	http://en.wikipedia.org/wiki/Jerusalem	1.0	PER/NAM
20001115_AFP_ARB.0210.eng	15	27	http://en.wikipedia.org/wiki/United_States	1.0	PER/NAM
20001115_AFP_ARB.0210.eng	2	12	http://en.wikipedia.org/wiki/Tallahassee,_Florida"	1.0	PER/NAM
20001115_AFP_ARB.0210.eng	37	39	http://en.wikipedia.org/wiki/Agence_France-Presse	1.0	PER/NAM
20001115_AFP_ARB.0210.eng	49	61	http://en.wikipedia.org/wiki/Supreme_Court_of_Florida	1.0	PER/NAM
20001115_AFP_ARB.0210.eng	66	72	http://en.wikipedia.org/wiki/Florida	1.0	PER/NAM
20001115_AFP_ARB.0212.eng	136	153	http://en.wikipedia.org/wiki/Madeleine_Albright	1.0	PER/NAM
20001115_AFP_ARB.0212.eng	236	250	http://en.wikipedia.org/wiki/Yale_University	1.0	PER/NAM
20001115_AFP_ARB.0212.eng	28	41	NIL	1.0	PER/NAM
20001115_AFP_ARB.0212.eng	281	289	NIL	1.0	PER/NAM
20001115_AFP_ARB.0212.eng	295	307	http://en.wikipedia.org/wiki/Rick_Levin	1.0	PER/NAM
20001115_AFP_ARB.0212.eng	384	411	http://en.wikipedia.org/wiki/Yale_Center_for_the_Study_of_Globalization	1.0	PER/NAM
20001115_AFP_ARB.0212.eng	44	50	http://en.wikipedia.org/wiki/United_States	1.0	PER/NAM
20001115_AFP_ARB.0212.eng	670	680	http://en.wikipedia.org/wiki/Middle_East	1.0	PER/NAM
20001115_AFP_ARB.0212.eng	77	81	NIL	1.0	PER/NAM
20001115_AFP_ARB.0212.eng	902	914	http://en.wikipedia.org/wiki/Time_(magazine)	1.0	PER/NAM
20001115_AFP_ARB.0217.eng	2	20	http://en.wikipedia.org/wiki/Bandar_Seri_Begawan	1.0	PER/NAM
20001115_AFP_ARB.0217.eng	221	233	NIL	1.0	PER/NAM
20001115_AFP_ARB.0217.eng	29	31	http://en.wikipedia.org/wiki/Agence_France-Presse	1.0	PER/NAM
20001115_AFP_ARB.0217.eng	553	558	http://en.wikipedia.org/wiki/Brunei	1.0	PER/NAM
20001115_AFP_ARB.0217.eng	636	643	http://en.wikipedia.org/wiki/Irkutsk	1.0	PER/NAM
20001115_AFP_ARB.0217.eng	98	103	http://en.wikipedia.org/wiki/Russia	1.0	PER/NAM
APW20001001.2021.0521	110	118	http://en.wikipedia.org/wiki/President_of_Egypt	1.0	PER/NAM
APW20001001.2021.0521	16	17	http://en.wikipedia.org/wiki/Associated_Press	1.0	PER/NAM
APW20001001.2021.0521	2	6	http://en.wikipedia.org/wiki/Cairo	1.0	PER/NAM
APW20001001.2021.0521	317	320	http://en.wikipedia.org/wiki/Iraq	1.0	PER/NAM
APW20001001.2021.0521	474	482	http://en.wikipedia.org/wiki/West_Bank	1.0	PER/NAM
APW20001001.2021.0521	485	494	http://en.wikipedia.org/wiki/Gaza_Strip	1.0	PER/NAM
APW20001001.2021.0521	500	508	http://en.wikipedia.org/wiki/Jerusalem	1.0	PER/NAM
APW20001001.2021.0521	53	57	http://en.wikipedia.org/wiki/Syria	1.0	PER/NAM
APW20001001.2021.0521	9	13	http://en.wikipedia.org/wiki/Egypt	1.0	PER/NAM
NYT20001101.2212.0429	1577	1587	NIL	1.0	PER/NAM
NYT20001101.2212.0429	1592	1611	http://en.wikipedia.org/wiki/Sanford_Bernstein	1.0	PER/NAM
NYT20001101.2212.0429	1883	1888	http://en.wikipedia.org/wiki/The_Walt_Disney_Company	1.0	PER/NAM
NYT20001101.2212.0429	1921	1938	http://en.wikipedia.org/wiki/Capital_Cities_Communications	1.0	PER/NAM
NYT20001101.2212.0429	2036	2039	http://en.wikipedia.org/wiki/Time_Inc.	1.0	PER/NAM
NYT20001101.2212.0429	2045	2050	http://en.wikipedia.org/wiki/Warner_Communications	1.0	PER/NAM
NYT20001101.2212.0429	2128	2140	http://en.wikipedia.org/wiki/Roger_McNamee	1.0	PER/NAM
NYT20001101.2212.0429	2145	2160	NIL	1.0	PER/NAM
NYT20001101.2212.0429	2449	2460	NIL	1.0	PER/NAM
NYT20001101.2212.0429	2465	2477	http://en.wikipedia.org/wiki/Merrill_Lynch	1.0	PER/NAM
NYT20001101.2212.0429	2665	2667	http://en.wikipedia.org/wiki/NBC	1.0	PER/NAM
NYT20001101.2212.0429	2682	2691	http://en.wikipedia.org/wiki/Washington,_D.C."	1.0	PER/NAM
NYT20001101.2212.0429	2698	2711	NIL	1.0	PER/NAM
NYT20001101.2212.0429	2748	2760	http://en.wikipedia.org/wiki/Janus_Capital_Group	1.0	PER/NAM
NYT20001101.2212.0429	3974	3980	http://en.wikipedia.org/wiki/Comcast	1.0	PER/NAM
NYT20001101.2212.0429	508	518	http://en.wikipedia.org/wiki/Time_Warner	1.0	PER/NAM
NYT20001101.2212.0429	820	832	NIL	1.0	PER/NAM
NYT20001101.2212.0429	862	882	http://en.wikipedia.org/wiki/State_Street_Corporation	1.0	PER/NAM
NYT20001101.2212.0429	887	892	http://en.wikipedia.org/wiki/Boston	1.0	PER/NAM
NYT20001106.1705.0187	1175	1185	http://en.wikipedia.org/wiki/White_House	1.0	PER/NAM
NYT20001106.1705.0187	2196	2204	http://en.wikipedia.org/wiki/Wisconsin	1.0	PER/NAM
NYT20001106.1705.0187	2210	2213	http://en.wikipedia.org/wiki/Iowa	1.0	PER/NAM
NYT20001106.1705.0187	2365	2372	http://en.wikipedia.org/wiki/Michigan	1.0	PER/NAM
NYT20001106.1705.0187	2378	2389	http://en.wikipedia.org/wiki/Pennsylvania	1.0	PER/NAM
NYT20001106.1705.0187	3041	3049	http://en.wikipedia.org/wiki/Green_Bay,_Wisconsin"	1.0	PER/NAM
NYT20001106.1705.0187	317	327	http://en.wikipedia.org/wiki/Chattanooga,_Tennessee"	1.0	PER/NAM
NYT20001106.1705.0187	330	334	http://en.wikipedia.org/wiki/Tennessee	1.0	PER/NAM
NYT20001106.1705.0187	3951	3954	http://en.wikipedia.org/wiki/Washington,_D.C."	1.0	PER/NAM
NYT20001106.1705.0187	544	553	http://en.wikipedia.org/wiki/Washington,_D.C."	1.0	PER/NAM
NYT20001106.1705.0187	881	888	http://en.wikipedia.org/wiki/Arkansas	1.0	PER/NAM
NYT20001109.1946.0315	101	111	http://en.wikipedia.org/wiki/Ralph_Nader	1.0	PER/NAM
NYT20001109.1946.0315	1081	1091	http://en.wikipedia.org/wiki/White_House	1.0	PER/NAM
NYT20001109.1946.0315	1390	1396	http://en.wikipedia.org/wiki/Florida	1.0	PER/NAM
NYT20001109.1946.0315	1636	1644	NIL	1.0	PER/NAM
NYT20001109.1946.0315	2068	2073	http://en.wikipedia.org/wiki/Oregon	1.0	PER/NAM
NYT20001109.1946.0315	2243	2256	NIL	1.0	PER/NAM
NYT20001109.1946.0315	2286	2293	http://en.wikipedia.org/wiki/Portland	1.0	PER/NAM
NYT20001109.1946.0315	3463	3475	NIL	1.0	PER/NAM
NYT20001109.1946.0315	3514	3524	http://en.wikipedia.org/wiki/Green_Party_of_Florida	1.0	PER/NAM
NYT20001109.1946.0315	3931	3943	NIL	1.0	PER/NAM
NYT20001109.1946.0315	4003	4013	http://en.wikipedia.org/wiki/Sierra_Club	1.0	PER/NAM
NYT20001109.1946.0315	4242	4256	NIL	1.0	PER/NAM
NYT20001109.1946.0315	4289	4309	http://en.wikipedia.org/wiki/University_of_Florida	1.0	PER/NAM
NYT20001109.1946.0315	4314	4324	http://en.wikipedia.org/wiki/Gainesville,_Florida"	1.0	PER/NAM
NYT20001109.1946.0315	469	475	http://en.wikipedia.org/wiki/United_States	1.0	PER/NAM
NYT20001109.1946.0315	815	818	NIL	1.0	PER/NAM
NYT20001109.1946.0315	88	97	http://en.wikipedia.org/wiki/Washington,_D.C."	1.0	PER/NAM
NYT20001123.1511.0062	1435	1457	http://en.wikipedia.org/wiki/Ocean_Spray_(cooperative)	1.0	PER/NAM
NYT20001123.1511.0062	1729	1763	http://en.wikipedia.org/wiki/InStyle	1.0	PER/NAM
NYT20001123.1511.0062	1985	1991	http://en.wikipedia.org/wiki/Pepsico	1.0	PER/NAM
NYT20001123.1511.0062	2127	2140	http://en.wikipedia.org/wiki/Jack_Nicholson	1.0	PER/NAM
NYT20001123.1511.0062	2143	2152	http://en.wikipedia.org/wiki/Helen_Hunt	1.0	PER/NAM
NYT20001123.1511.0062	2155	2166	http://en.wikipedia.org/wiki/Greg_Kinnear	1.0	PER/NAM
NYT20001123.1511.0062	2172	2186	http://en.wikipedia.org/wiki/James_L._Brooks	1.0	PER/NAM
NYT20001123.1511.0062	2214	2229	http://en.wikipedia.org/wiki/Campbell_Soup_Company	1.0	PER/NAM
NYT20001123.1511.0062	2346	2371	http://en.wikipedia.org/wiki/Roundabout_Theatre_Company	1.0	PER/NAM
NYT20001123.1511.0062	2404	2415	http://en.wikipedia.org/wiki/Times_Square	1.0	PER/NAM
NYT20001123.1511.0062	2519	2545	http://en.wikipedia.org/wiki/Reader's_Digest_Association	1.0	PER/NAM
NYT20001123.1511.0062	2692	2715	http://en.wikipedia.org/wiki/Reader's_Digest	1.0	PER/NAM
NYT20001123.1511.0062	2793	2796	https://en.wikipedia.org/wiki/Levi_Strauss_%26_Co.	1.0	PER/NAM
NYT20001123.1511.0062	285	287	http://en.wikipedia.org/wiki/American_Broadcasting_Company	1.0	PER/NAM
NYT20001123.1511.0062	3075	3103	http://en.wikipedia.org/wiki/Blue_Cross_Blue_Shield_Association	1.0	PER/NAM
NYT20001123.1511.0062	3113	3123	http://en.wikipedia.org/wiki/MSN	1.0	PER/NAM
NYT20001123.1511.0062	3128	3136	http://en.wikipedia.org/wiki/Microsoft	1.0	PER/NAM
NYT20001123.1511.0062	3278	3287	http://en.wikipedia.org/wiki/Land_Rover	1.0	PER/NAM
NYT20001123.1511.0062	3293	3297	http://en.wikipedia.org/wiki/Volvo	1.0	PER/NAM
NYT20001123.1511.0062	3698	3721	http://en.wikipedia.org/wiki/Sprint_Nextel	1.0	PER/NAM
NYT20001123.1511.0062	3879	3890	http://en.wikipedia.org/wiki/John_Corbett_(actor)	1.0	PER/NAM
NYT20001123.1511.0062	4040	4058	http://en.wikipedia.org/wiki/Houston_Grand_Opera	1.0	PER/NAM
NYT20001123.1511.0062	4238	4240	http://en.wikipedia.org/wiki/CBS	1.0	PER/NAM
NYT20001123.1511.0062	4633	4640	http://en.wikipedia.org/wiki/Brooklyn	1.0	PER/NAM
NYT20001123.1511.0062	766	775	http://en.wikipedia.org/wiki/Fox_Sports_(USA)	1.0	PER/NAM
NYT20001123.1511.0062	790	805	http://en.wikipedia.org/wiki/Sun_Microsystems	1.0	PER/NAM
NYT20001123.1511.0062	932	951	http://en.wikipedia.org/wiki/Fidelity_Investments	1.0	PER/NAM
NYT20001124.2050.0257	1076	1086	http://en.wikipedia.org/wiki/Philippines	1.0	PER/NAM
NYT20001124.2050.0257	1089	1094	http://en.wikipedia.org/wiki/Taiwan	1.0	PER/NAM
NYT20001124.2050.0257	1101	1109	http://en.wikipedia.org/wiki/Indonesia	1.0	PER/NAM
NYT20001124.2050.0257	112	120	http://en.wikipedia.org/wiki/Hong_Kong	1.0	PER/NAM
NYT20001124.2050.0257	1242	1255	http://en.wikipedia.org/wiki/Chen_Shui-bian	1.0	PER/NAM
NYT20001124.2050.0257	1358	1365	http://en.wikipedia.org/wiki/Malaysia	1.0	PER/NAM
NYT20001124.2050.0257	1371	1381	http://en.wikipedia.org/wiki/South_Korea	1.0	PER/NAM
NYT20001124.2050.0257	147	150	http://en.wikipedia.org/wiki/Asia	1.0	PER/NAM
NYT20001124.2050.0257	1969	1977	http://en.wikipedia.org/wiki/Singapore	1.0	PER/NAM
NYT20001124.2050.0257	2128	2141	http://en.wikipedia.org/wiki/Bloomberg_Television	1.0	PER/NAM
NYT20001124.2050.0257	2264	2276	http://en.wikipedia.org/wiki/United_States	1.0	PER/NAM
NYT20001124.2050.0257	2428	2432	http://en.wikipedia.org/wiki/People's_Republic_of_China	1.0	PER/NAM
NYT20001124.2050.0257	2638	2647	NIL	1.0	PER/NAM
NYT20001124.2050.0257	2673	2709	http://en.wikipedia.org/wiki/Hong_Kong_General_Chamber_of_Commerce	1.0	PER/NAM
NYT20001124.2050.0257	552	578	http://en.wikipedia.org/wiki/International_Monetary_Fund	1.0	PER/NAM
NYT20001124.2050.0257	883	896	NIL	1.0	PER/NAM
NYT20001125.1558.0117	2330	2341	NIL	1.0	PER/NAM
NYT20001125.1558.0117	2481	2487	http://en.wikipedia.org/wiki/Detroit	1.0	PER/NAM
NYT20001125.1558.0117	3719	3732	NIL	1.0	PER/NAM
NYT20001125.1558.0117	55	72	http://en.wikipedia.org/wiki/Grosse_Pointe_Park,_Michigan"	1.0	PER/NAM
NYT20001125.1558.0117	640	647	http://en.wikipedia.org/wiki/New_York	1.0	PER/NAM
NYT20001125.1558.0117	653	664	http://en.wikipedia.org/wiki/Pennsylvania	1.0	PER/NAM
NYT20001125.1558.0117	75	79	http://en.wikipedia.org/wiki/Michigan	1.0	PER/NAM
NYT20001125.1558.0117	904	934	http://en.wikipedia.org/wiki/Michigan_Department_of_Natural_Resources_and_Environment	1.0	PER/NAM
NYT20001129.2040.0383	1591	1603	NIL	1.0	PER/NAM
NYT20001129.2040.0383	2896	2912	http://en.wikipedia.org/wiki/Electoral_College_(United_States)	1.0	PER/NAM
NYT20001129.2040.0383	2978	2991	NIL	1.0	PER/NAM
NYT20001129.2040.0383	323	333	http://en.wikipedia.org/wiki/Tallahassee,_Florida"	1.0	PER/NAM
NYT20001129.2040.0383	336	339	http://en.wikipedia.org/wiki/Florida	1.0	PER/NAM
NYT20001129.2040.0383	593	605	http://en.wikipedia.org/wiki/Supreme_Court_of_Florida	1.0	PER/NAM
NYT20001129.2040.0383	679	702	http://en.wikipedia.org/wiki/Florida_District_Courts_of_Appeal	1.0	PER/NAM
NYT20001217.2241.0165	1018	1042	http://en.wikipedia.org/wiki/United_States_Department_of_Transportation	1.0	PER/NAM
NYT20001217.2241.0165	1664	1688	http://en.wikipedia.org/wiki/Los_Angeles_International_Airport	1.0	PER/NAM
NYT20001217.2241.0165	1725	1731	http://en.wikipedia.org/wiki/Bob_Hope_Airport	1.0	PER/NAM
NYT20001217.2241.0165	1736	1753	http://en.wikipedia.org/wiki/John_Wayne_Airport	1.0	PER/NAM
NYT20001217.2241.0165	1758	1770	http://en.wikipedia.org/wiki/Orange_County,_California"	1.0	PER/NAM
NYT20001217.2241.0165	1773	1777	http://en.wikipedia.org/wiki/California	1.0	PER/NAM
NYT20001217.2241.0165	1788	1813	http://en.wikipedia.org/wiki/Westchester_County_Airport	1.0	PER/NAM
NYT20001217.2241.0165	1826	1828	http://en.wikipedia.org/wiki/John_F._Kennedy_International_Airport	1.0	PER/NAM
NYT20001217.2241.0165	2704	2734	http://en.wikipedia.org/wiki/Federal_Aviation_Administration	1.0	PER/NAM
NYT20001217.2241.0165	4586	4595	http://en.wikipedia.org/wiki/Washington,_D.C."	1.0	PER/NAM
NYT20001217.2241.0165	4785	4816	http://en.wikipedia.org/wiki/Airline_complaints	1.0	PER/NAM
NYT20001217.2241.0165	4859	4878	NIL	1.0	PER/NAM
NYT20001217.2241.0165	539	552	http://en.wikipedia.org/wiki/O'Hare_International_Airport	1.0	PER/NAM
NYT20001217.2241.0165	558	567	http://en.wikipedia.org/wiki/LaGuardia_Airport	1.0	PER/NAM
NYT20001217.2241.0165	572	579	http://en.wikipedia.org/wiki/New_York_City	1.0	PER/NAM
NYT20001217.2241.0165	679	683	http://en.wikipedia.org/wiki/Southern_United_States	1.0	PER/NAM
PRI20001031.2000.1824	107	117	http://en.wikipedia.org/wiki/Los_Angeles	1.0	PER/NAM
PRI20001031.2000.1824	18	23	http://en.wikipedia.org/wiki/London	1.0	PER/NAM
PRI20001031.2000.1824	330	341	NIL	1.0	PER/NAM
PRI20001031.2000.1824	6	13	http://en.wikipedia.org/wiki/BBC_News	1.0	PER/NAM
PRI20001031.2000.1824	97	102	http://en.wikipedia.org/wiki/Taiwan	1.0	PER/NAM
PRI20001122.2000.0320	332	345	http://en.wikipedia.org/wiki/Corey_Flintoff	1.0	PER/NAM
PRI20001122.2000.0320	348	355	http://en.wikipedia.org/wiki/National_Public_Radio	1.0	PER/NAM
PRI20001122.2000.0320	35	47	http://en.wikipedia.org/wiki/Yasser_Arafat	1.0	PER/NAM
PRI20001122.2000.0320	358	367	http://en.wikipedia.org/wiki/Washington,_D.C."	1.0	PER/NAM
PRI20001128.2000.0055	18	25	http://en.wikipedia.org/wiki/National_Public_Radio	1.0	PER/NAM
PRI20001128.2000.0055	1925	1940	http://en.wikipedia.org/wiki/Washington_(U.S._State)	1.0	PER/NAM
PRI20001128.2000.0055	2022	2035	NIL	1.0	PER/NAM
PRI20001128.2000.0055	2073	2079	http://en.wikipedia.org/wiki/Seattke	1.0	PER/NAM
PRI20001128.2000.0055	288	298	NIL	1.0	PER/NAM
PRI20001128.2000.0055	30	39	http://en.wikipedia.org/wiki/Washington,_D.C."	1.0	PER/NAM
PRI20001128.2000.0055	513	529	http://en.wikipedia.org/wiki/Miami_Dade_County,_Florida"	1.0	PER/NAM
PRI20001128.2000.0055	600	608	http://en.wikipedia.org/wiki/Democratic_Party_(United_States)	1.0	PER/NAM
PRI20001128.2000.0055	667	683	http://en.wikipedia.org/wiki/Palm_Beach_County,_Florida"	1.0	PER/NAM
PRI20001128.2000.0055	863	869	http://en.wikipedia.org/wiki/Al_Gore	1.0	PER/NAM
PRI20001201.2000.1828	1115	1124	http://en.wikipedia.org/wiki/Washington,_D.C."	1.0	PER/NAM
PRI20001201.2000.1828	18	23	http://en.wikipedia.org/wiki/London	1.0	PER/NAM
PRI20001201.2000.1828	185	198	NIL	1.0	PER/NAM
PRI20001201.2000.1828	437	455	http://en.wikipedia.org/wiki/Ruth_Bader_Ginsburg	1.0	PER/NAM
PRI20001201.2000.1828	541	561	http://en.wikipedia.org/wiki/Supreme_Court_of_Florida	1.0	PER/NAM
PRI20001201.2000.1828	6	13	http://en.wikipedia.org/wiki/BBC_News	1.0	PER/NAM
PRI20001201.2000.1828	63	78	http://en.wikipedia.org/wiki/Supreme_Court_of_the_United_States	1.0	PER/NAM
PRI20001201.2000.1828	776	794	http://en.wikipedia.org/wiki/Sandra_Day_O'Connor	1.0	PER/NAM
VOA20001020.2100.1853	26	33	http://en.wikipedia.org/wiki/USS_COLE_(DDG-67)	1.0	PER/NAM
VOA20001020.2100.1853	8	11	http://en.wikipedia.org/wiki/United_States_Navy	1.0	PER/NAM
VOA20001020.2100.1853	93	97	http://en.wikipedia.org/wiki/Yemen	1.0	PER/NAM
VOA20001129.2000.0364	171	183	http://en.wikipedia.org/wiki/Supreme_Court_of_the_United_States	1.0	PER/NAM
VOA20001129.2000.0364	2981	2991	http://en.wikipedia.org/wiki/Florida_Legislature	1.0	PER/NAM
VOA20001129.2000.0364	3237	3244	http://en.wikipedia.org/wiki/United_States_Congress	1.0	PER/NAM
VOA20001129.2000.0364	345	358	http://en.wikipedia.org/wiki/Joel_Grossman	1.0	PER/NAM
VOA20001129.2000.0364	400	408	http://en.wikipedia.org/wiki/Baltimore	1.0	PER/NAM
VOA20001129.2000.0364	412	435	http://en.wikipedia.org/wiki/Johns_Hopkins_University	1.0	PER/NAM
