id	title
1599	Alexander of Aphrodisias
1600	Severus Alexander
1601	Alexander
1602	Alexander I
1603	Alexander II
1604	Alexander III
1605	Alexander Aetolus
1606	Alexander Jannaeus
1607	Alexander IV
1608	Alexander V
1612	Alexandrists
1613	Alexios I Komnenos
1614	Alexis (poet)
1615	Alexios II Komnenos
1616	Alexios III Angelos
1617	Alexios V Doukas
1620	Alexei Petrovich, Tsarevich of Russia
1623	Andrew Jackson
1624	Andrew Johnson
1625	Aleksandr Solzhenitsyn
1627	Aberdeen
1628	August 23
1629	August 24
1633	Antipope
1634	Aquaculture
1635	Kolmogorov complexity
1637	Hymn to Proserpine
1638	The Triumph of Time
1639	April 28
1640	Alfred the Great
1642	Alessandro Algardi
1643	Alger of Liège
1644	Algiers
1645	Ibn al-Haytham
1647	Alessandro Allori
1649	Almoravid dynasty
1650	Aloe
1652	Alyattes of Lydia
1653	Age of consent
1654	Alypius of Antioch
1655	Amalasuntha
1656	Amalric of Bena
1657	Afonso I of Portugal
1658	Afonso II of Portugal
1659	Afonso III of Portugal
1660	Afonso IV of Portugal
1661	Afonso V of Portugal
1662	Afonso VI of Portugal
1663	Alphonso I of Spain
1664	Alfonso II of Asturias
1669	Amarasimha
1676	Alfonso XII of Spain
1677	Alfonso XIII of Spain
1679	Alfonso the Battler
1680	Amaryllis
1683	Alfonso III of Aragon
1684	Alfonso IV of Aragon
1685	Amasis II
1686	Alfonso V of Aragon
1687	Amathus
1688	Alphons
1689	Alfonso I
1690	Amati
1691	Alfonso II
1692	Alfonso III
1694	Alfonso IV
1695	Amazons
1696	Alfonso V
1697	Ambergris
1698	Ambiorix
1699	Alfonso VI
1700	August Wilhelm Ambros
1701	Amazon River
1702	Alfred of Beverley
1710	April 22
1711	August 31
1714	Autpert Ambrose
1715	Abu Bakr
1716	Ambrose Traversari
1717	Ambrosians
1718	Ambrosiaster
1719	Ambrosius Aurelianus
1722	Ammon
1723	Ammonius Hermiae
1724	Ammonius Saccas
1726	Book of Amos
1727	Amphipolis
1728	Amram
1729	Amyntas I of Macedon
1730	Amyntas III of Macedon
1732	Anacharsis
1734	Anah
1735	Ananda
1737	Anaxagoras
1738	Anaxarchus
1740	Ancyra (genus)
1742	Anastasius I
1743	Anastasius II
1746	Anaximenes of Lampsacus
1747	Anastasius
1748	Anaximenes of Miletus
1749	Ancus Marcius
1750	Andaman Islands
1751	Alexander Anderson (mathematician)
1752	Andocides
1754	Andrea Andreani
1755	Andrew II of Hungary
1756	An Enquiry Concerning Human Understanding
1758	André de Longjumeau
1759	Andriscus
1760	Andronikos III Palaiologos
1761	Andronikos II Palaiologos
1762	Andronikos I Komnenos
1763	Andronicus of Cyrrhus
1764	Andronicus of Rhodes
1765	Andronicus
1767	Ammianus Marcellinus
1768	ALICE
1770	Apollo 13
1773	Apollo 7
1774	Apollo 9
1776	Arthritis
1777	April 2
1778	Acetylene
1779	Alfred
1781	August 28
1786	Arabic numerals
1787	April 9
1788	ABM
1789	Apuleius
1790	Alexander Selkirk
1791	Anti-ballistic missile
1793	August 29
1794	August 30
1797	Acre
1799	ATP
1800	Adenosine triphosphate
1802	Ægir
1805	Antibiotics
1806	Arnold Schwarzenegger
1807	ASA
1810	Actium
1812	Amway
1814	Adam Smith
1822	Antoine Lavoisier
1825	Hermann Kolbe
1826	April 18
1827	April 23
1828	Amitabh Bachchan
1832	Allomorph
1834	Allophone
1835	Affix
1837	Allegory
1839	Allotropy
1840	Agathocles of Syracuse
1841	Economy of Alberta
1842	Augustin-Louis Cauchy
1844	Archimedes
1845	Alternative medicine
1847	Archimedean solid
1851	Antiprism
1853	Natural history of Africa
1854	Geography of Africa
1857	Approval voting
1859	Arizona State University
1862	April 14
1864	Astoria, Oregon
1866	Alarums and Excursions
1869	Alfred Jarry
1870	Amalric
1871	Amalric of Jerusalem
1872	Aimery of Cyprus
1873	Anthemius of Tralles
1874	Absalon
1875	Adhemar of Le Puy
1878	Alphonse, Count of Poitiers
1879	Alfonso Jordan
1880	Ambroise
1881	Art Deco
1884	ASCII art
1887	Alexius
1890	American English
1893	Albert Spalding
1894	Africa Alphabet
1896	Acquire
1897	Australian English
1902	American Airlines Flight 77
1905	Ambush
1908	Abzyme
1909	Adaptive radiation
1910	Agarose gel electrophoresis
1911	Allele
1912	Ampicillin
1913	Annealing
1914	Antimicrobial resistance
1915	Antigen
1916	Autosome
1919	Antwerp (disambiguation)
1920	Aquila
1921	Al-Qaeda
1923	Alessandro Volta
1924	Argo Navis
1925	Andromeda (mythology)
1926	Antlia
1927	Ara (constellation)
1928	Auriga
1930	Arkansas
1931	Atmosphere (disambiguation)
1933	Apus
1934	Abadan, Iran
1935	Attorney
1937	Alexander Fleming
1938	Andrew Carnegie
1939	Approximant consonant
1940	Astronomer Royal
1941	Aeon
1942	Airline
1943	Australian Democrats
1944	Australian Capital Territory
1946	Unit of alcohol
1947	Aotus
1948	Ally McBeal
1949	Andreas Capellanus
1950	American Civil Liberties Union
1955	Adobe Systems
1957	Alexander Technique
1960	Andrea Alciato
1962	Apparent magnitude
1963	Absolute magnitude
1965	Apollo 1
1966	Apollo 10
1967	Apollo 12
1968	Apollo 14
1969	Apollo 15
1970	Apollo 16
1971	Apollo 17
1973	American Revolution
1974	April 17
1975	Alan Ayckbourn
1979	Alpha Centauri
1980	Amiga
1985	Absorption
1986	Actinophryid
1988	Abel Tasman
1990	August 5
1991	Angula
1994	ASP
1997	Algebraic geometry
1998	Austin, Texas
2003	Argument from morality
2004	ASL (disambiguation)
2006	Auschwitz concentration camp
2007	Archery
2009	Alvar Aalto
2011	Comparison of American and British English
2014	Atomic semantics
2015	Antarctic Circumpolar Current
2017	Arbor Day
2018	A. J. Ayer
2019	André Weil
2020	Achaeans (Homer)
2021	Atle Selberg
2023	Aeschylus
2024	Amber Road
2025	Crandall University
2027	Andrew Wiles
2028	Ambient
2029	Anne Brontë
2030	Augustine of Hippo
2032	Acting
2037	Delian League
2038	August Horch
2039	Avionics
2041	Ares
2042	Alexander Grothendieck
2047	Alcoholics Anonymous
2049	Alpha compositing
2052	Array data structure
2053	Advance Australia Fair
2061	Automatic number announcement circuit
2062	Amerigo Vespucci
2063	Aristide Maillol
2064	Antonio Canova
2065	Auguste Rodin
2067	Ann Arbor, Michigan
2070	Act of Settlement 1701
2075	Aircraft hijacking
2076	Acropolis of Athens
2077	Adam Weishaupt
2078	Acorn Electron
2080	A Fire Upon the Deep
2082	Aeronautics
2083	Auguste and Louis Lumière
2084	Acts of the Apostles
2085	Assyria
2086	Abijah
2087	Ark
2088	Aphasia
2089	Aorta
2093	Abimelech
2099	Andrew Tridgell
2100	Applesoft BASIC
2101	Asterix
2102	Arizona Cardinals
2103	Atlanta Falcons
2104	Heathenry in the United States
2106	Ansible
2108	Adalbert of Prague
2110	Ælfheah of Canterbury
2112	Associative algebra
2113	Axiom of regularity
2114	IBM AIX
2115	AppleTalk
2116	Apple II series
2117	Apple III
2118	AVL tree
2120	Aliphatic compound
2122	Astrology
2123	Abyssinia
2125	Algebraic extension
2126	Ani DiFranco
2127	Arene (disambiguation)
2129	Arizona Diamondbacks
2130	Aesthetics
2134	Ark of the Covenant
2136	Angles
2137	Aster CT-80
2138	Arthur Wellesley
2139	List of animated television series
2140	Atlanta Braves
2141	Atari ST
2142	List of artificial intelligence projects
2144	Aaliyah
2147	Armour
2148	Armoured fighting vehicle
2151	Anton Drexler
2152	All Quiet on the Western Front
2154	African Americans
2161	Artistic License
2162	Afrikaans
2163	Aeolus
2166	ABC
2167	Alford plea
2170	ABCD
2171	Anti-realism
2174	Arsenal F.C.
2175	Cuisine of the United States
2176	Ahmad Shah Massoud
2178	Atlantis
2179	Autobiography
2180	Arcadius
2185	Arabs
2186	Armadillo
2187	Antisemitism in the Arab world
2192	August 11
2193	Arcology
2194	April 5
2195	April 20
2196	April 19
2197	Amstrad CPC
2198	Abdulaziz al-Omari
2201	Aage Bohr
2202	Analytic geometry
2204	Arabic alphabet
2207	Angels in art
2208	Arctic fox
2209	Anglo-Saxon (disambiguation)
2210	Folklore of the United States
2215	Sid Meier's Alpha Centauri
2216	Abu Sayyaf
2217	Armenian language
2218	Additive synthesis
2219	Aircraft carrier
2221	Apicomplexa
2222	Argentine cuisine
2224	April 8
2226	Ad hominem
2230	Analysis of algorithms
2233	Ælle of Sussex
2234	Atari
2235	Afghan
2236	Acadia University
2237	Steel-string acoustic guitar
2238	Antipope John XXIII
2241	Antonio Salieri
2244	Cobble Hill Tunnel
2245	Annapolis Valley
2246	Analgesic
2250	Abiotic stress
2251	Accusative case
2257	Apostolic succession
2268	Ascorbic acid (molecular aspects)
2273	AFC Ajax
2274	Arthur Eddington
2275	Apple II
2279	April 3
2282	Alexis Korner
2284	Assault gun
2286	Tank destroyer
2287	Armored car (military)
2288	Self-propelled anti-aircraft weapon
2289	AZ Alkmaar
2296	Adrenal gland
2299	American Media, Inc.
2303	Aramaic language
2304	Saint Titus
2308	Actinide
2310	Arthur Miller
2313	Anton Diabelli
2314	Anita Hill
2315	August 10
2316	Audio file format
2319	Antipope Victor IV
2321	Area 51
2322	Audio signal processing
2323	Amdahl's law
2326	April 27
2328	Ayahuasca
2329	Alfonso Leng
2330	Abbe number
2331	ACN
2332	AD (disambiguation)
2333	Ablative case
2335	Adamic language
2338	Rise and Fall of the City of Mahagonny
2339	Avery Hopwood
2340	Antipope Felix II
2341	Alkaloid
2343	Adventism
2345	Archbishop of Canterbury
2346	Albion, Michigan
2348	Anointing of the Sick
2349	Abstract data type
2357	American Football League
2358	A.S. Roma
2360	Abu Nidal Organization
2362	Antibody
2363	Alessandro Scarlatti
2369	Aston Martin
2371	Albert Pike
2372	ALF Tales
2376	Abdul Rashid Dostum
2377	Andhra Pradesh
2380	Accelerated Graphics Port
2381	Andreas Aagesen
2382	Aalen
2383	Alois Alzheimer
2384	Aedile
2386	American Airlines
2388	Antidepressant
2389	Auger effect
2391	Akio Morita
2392	Anode
2393	Analog television
2395	April 11
2396	Adhesive
2397	Anthony Hopkins
2398	Ardal O'Hanlon
2400	Advanced Micro Devices
2402	Albrecht Dürer
2403	Australian rules football
2405	Aon (company)
2406	Alban Berg
2408	Analytical chemistry
2411	A cappella
2414	Arrangement
2416	Athanasian Creed
2417	Alicante
2418	August 4
2421	Albrecht Achilles
2422	Ann Widdecombe
2425	Aurangzeb
2427	Alexandrine
2428	Analog computer
2429	Audio
2431	Minute and second of arc
2433	Alberto Giacometti
2439	Anthem
2440	Albrecht Altdorfer
2441	House of Ascania
2443	Acceleration
2444	Conservation-restoration of cultural heritage
2447	Anton Chekhov
2448	Action Against Hunger
2452	AW
2457	Apoptosis
2459	Appomattox
2460	Anal sex
2466	Aarau
2467	Canton of Aargau
2470	Aba
2471	Ababda people
2472	American Quarter Horse
2473	Abacá
2474	Abaddon
2475	Abadeh
2476	Abae
2477	Abakan
2482	Arc de Triomphe
2483	April 21
2484	ATM
2487	Amazonite
2490	Ambrosius Bosschaert
2493	Anthroposophy
2494	Aurochs
2499	Asynchronous Transfer Mode
2500	Anus
2501	Appendix
2502	Acantharea
2503	African National Congress
2504	Amphetamine
2506	Asynchronous communication
2508	Artillery
2510	Arnulf of Carinthia
2511	Alexanderplatz
2512	Asian Development Bank
2514	Aswan
2519	Adelaide of Italy
2524	Airbus A300
2526	Agostino Carracci
2528	Adenylyl cyclase
2529	Alexandra
2536	Articolo 31
2543	Alexander Kerensky
2544	Ansgar
2546	Automated theorem proving
2547	Agent Orange
2551	Astronomical year numbering
2552	Adam of Bremen
2553	Ab urbe condita
2559	Arapaoa Island
2560	Administrative law
2563	Arthur Phillip
2564	April 10
2573	Angus, Scotland
2575	André the Giant
2577	Adrastea (moon)
2578	Amalthea
2580	Ananke
2581	Apache HTTP Server
2582	Alph
2583	Arbroath Abbey
2593	Accounting
2594	Ant
2597	Arbitration in the United States
2598	Adversarial system
2602	Abano Terme
2604	Abated
2605	Abati
2606	Abatis
2607	Antoine Thomson d'Abbadie
2608	Abba Mari
2609	Abbas Helmi II of Egypt
2610	Abbas Mirza
2613	George Abbot (bishop)
2616	Adware
2618	Aeacus
2619	Aeclanum
2620	Aedesius
2621	Aedicula
2622	Aedui
2623	Aegadian Islands
2624	Aegean civilizations
2626	Aegeus
2627	Aegina
2628	Aegis
2629	Aegisthus
2630	Aegospotami
2632	Aelia Capitolina
2633	Aelian
2634	Aelianus Tacticus
2635	Agarose
2637	Atomic absorption spectroscopy
2639	Arthur St. Clair
2640	Ajaccio
2641	Ajaigarh
2642	Ajanta Caves
2645	Ajmer
2646	Ajmer-Merwara
2654	Abatement of debts and legacies
2661	Affection
2662	Affiliation (family law)
2663	Affinity
2665	Affray
2667	Afghan Turkestan
2668	Afyonkarahisar
2670	Abba Arika
2671	Abbahu
2673	Abbreviator
2674	Abd al-Latif al-Baghdadi
2676	Abd al-Rahman I
2677	Abd ar-Rahman II
2678	Abd-ar-Rahman III
2679	Abd ar-Rahman IV
2680	Abd ar-Rahman V
2681	Abdülaziz
2684	Abdera, Spain
2685	Abdera, Thrace
2686	Apollos
2687	Acquis communautaire
2689	Antacid
2690	Antidiarrhoeal
2691	Áed mac Cináeda
2692	Abdul Hamid I
2695	Abdur Rahman Khan
2696	Abencerrages
2699	Aberavon (UK Parliament constituency)
2700	Abercarn
2701	Aberdare
2702	Aberration
2703	Aberration of light
2704	Optical aberration
2705	Amy Grant
2707	Arthur William à Beckett
2709	Aberdeen, South Dakota
2710	Au
2712	Aberdour
2714	Aberfoyle, Stirling
2715	Abergavenny
2716	Abersychan
2717	Abertillery
2719	Abettor
2720	Abeyance
2722	Anders Celsius
2723	Adam Carolla
2724	Autocorrelation
2726	Atlas Autocode
2729	Arthur J. Stone
2732	Au file format
2733	April 25
2734	April 24
2735	April 7
2736	Andalusia
2739	Abhorrers
2740	Abiathar
2741	Abigail
2742	Abila
2745	Azad Kashmir
2747	Arabian Sea
2752	Aspartame
2753	AutoCAD
2754	AutoCAD DXF
2756	Asexual reproduction
2758	Aelbert Cuyp
2761	Alkene
2762	Allene
2763	Alkyne
2764	AbiWord
2766	Ames test
2767	ACE inhibitor
2769	Antianginal
2770	Anatomical Therapeutic Chemical Classification System
2778	Parallel ATA
2779	Atari 2600
2780	Atari 5200
2781	Atari 7800
2782	Atari Jaguar
2783	Atari Lynx
2784	Ahimsa
2785	Annals of Mathematics
2786	Andrei Sakharov
2787	Astrobiology
2790	Air show
2792	Anthropic principle
2795	Australian Army
2799	American Registry for Internet Numbers
2800	Asimov (disambiguation)
2802	Akihabara
2807	Active Directory
2809	Arian (disambiguation)
2810	Aldona of Lithuania
2812	Aron Nimzowitsch
2813	Aragonese language
2815	Advanced Mobile Phone System
2819	Aerodynamics
2820	Andreas Schlüter
2822	Ash
2823	Antiderivative
2824	Alphabet song
2826	Antigonid dynasty
2827	Abingdon
2830	Abjuration
2833	Abitibi
2834	A Vindication of the Rights of Woman
2835	Afghan Hound
2836	Azawakh
2838	Acrylic paint
2839	Angular momentum
2840	Plum pudding model
2844	Atomic theory
2846	Ai
2847	Aung San Suu Kyi
2851	Abraham Joshua Heschel
2853	Aberdeen Bestiary
2856	Latin American Integration Association
2858	Aircraft spotting
2861	Advertising
2862	AI-complete
2864	Archaeoastronomy
2865	Andrzej Sapkowski
2866	Ammeter
2868	Amanda Hesser
2869	Anxiolytic
2870	Antipsychotic
2871	Akita
2875	Archduke Charles, Duke of Teschen
2877	Augustine of Canterbury
2881	Alexander of Hales
2883	Active Server Pages
2885	Amoxicillin
2889	Amorphous solid
2890	A Wizard of Earthsea
2893	Alex Lifeson
2894	AZ
2899	ArgoUML
2900	File archiver
2905	Artemis
2906	Arbeit macht frei
2907	Axayacatl
2908	Ahuitzotl
2909	Albinism
2911	Amr Diab
2916	Belgian hip hop
2917	Dutch hip hop
2919	Anaïs Nin
2923	AIM (software)
2925	Ackermann function
2926	Antarctic
2927	Albanians
2928	Association for Computing Machinery
2934	Anabaptism
2935	ANS
2936	Southeast Alaska
2938	Algemeen Nijmeegs Studentenblad
2939	Interior Alaska
2940	And did those feet in ancient time
2941	The Bush (Alaska)
2942	A Little Night Music
2943	Dual wield
2944	Ariel Sharon
2945	Romantic orientation
2947	Anoa
2948	Agner Krarup Erlang
2950	Anyone Can Whistle
2952	Alcopop
2955	Alkali
2956	Ain't I a Woman? (book)
2957	AMOS (programming language)
2959	Arcadia 2001
2961	Convex uniform honeycomb
2963	Assassination
2964	Optical audio disc
2965	Alcoholism
2972	Abstraction
2974	Abelian group
2975	Anti-Ballistic Missile Treaty
2983	Austria-Hungary
2986	Abracadabra
2987	Acts of Union 1707
2988	Admiralty
2991	Amphibian (disambiguation)
2992	Amputation
2994	Anemometer
2995	Archaeopteryx
2999	Arthur Laurents
3003	Adrian Lamo
3004	Associate Justice of the Supreme Court of the United States
3010	Alan Jay Lerner
3012	Al Capp
3013	Ann Druyan
3014	Analcime
3017	Alexey Pajitnov
3019	`Abdu'l-Bahá
3020	Ambrose of Alexandria
3022	Autonomous building
3027	Anubis
3029	Arthur Jensen
3032	A Funny Thing Happened on the Way to the Forum
3034	Aleut
3035	Alaska Native Claims Settlement Act
3036	Adoptionism
3037	Apollinarism
3038	Acid–base reaction
3040	Abu al-Faraj al-Isfahani
3043	Alcobaça, Portugal
3044	Amphisbaena
3045	Amyl alcohol
3046	Amyl nitrite
3049	Autumn
3052	Alameda, California
3054	Alpha helix
3055	Accrington
3058	Armageddon
3060	Athlon
3065	Amnon
3067	Amu Darya
3068	Muslim conquests of Afghanistan
